time[sec],ax[m/s^2],ay[m/s^2],az[m/s^2],gx[rad/s],gy[rad/s],gz[rad/s]
22.910,0.345,-0.172,9.570,-0.026,0.009,0.008
22.920,0.240,-0.182,9.470,-0.027,0.011,0.009
22.930,0.364,-0.172,9.446,-0.030,0.006,0.011
22.940,0.326,-0.172,9.499,-0.031,0.011,0.011
22.950,0.354,-0.206,9.556,-0.025,0.007,0.010
22.960,0.321,-0.235,9.489,-0.025,0.009,0.008
22.970,0.297,-0.172,9.503,-0.030,0.005,0.009
22.980,0.354,-0.182,9.566,-0.029,0.012,0.007
22.990,0.345,-0.196,9.475,-0.029,0.011,0.009
23.000,0.307,-0.216,9.456,-0.028,0.010,0.012
23.010,0.354,-0.225,9.460,-0.027,0.016,0.010
23.020,0.335,-0.206,9.518,-0.028,0.009,0.010
23.030,0.316,-0.225,9.518,-0.025,0.006,0.009
23.040,0.350,-0.206,9.446,-0.028,0.012,0.006
23.050,0.350,-0.201,9.570,-0.025,0.010,0.011
23.060,0.287,-0.196,9.542,-0.027,0.012,0.009
23.070,0.268,-0.163,9.456,-0.026,0.012,0.012
23.080,0.321,-0.177,9.542,-0.029,0.012,0.010
23.090,0.287,-0.201,9.451,-0.028,0.011,0.007
23.100,0.345,-0.196,9.513,-0.029,0.013,0.010
23.110,0.311,-0.206,9.523,-0.031,0.013,0.008
23.120,0.359,-0.206,9.508,-0.027,0.017,0.007
23.130,0.354,-0.240,9.599,-0.026,0.012,0.012
23.140,0.354,-0.206,9.508,-0.028,0.005,0.009
23.150,0.350,-0.163,9.494,-0.027,0.013,0.011
23.160,0.345,-0.134,9.451,-0.024,0.013,0.009
23.170,0.316,-0.254,9.537,-0.030,0.009,0.008
23.180,0.292,-0.182,9.499,-0.025,0.006,0.012
23.190,0.335,-0.163,9.484,-0.023,0.012,0.007
23.200,0.354,-0.163,9.427,-0.027,0.016,0.009
23.210,0.302,-0.259,9.494,-0.034,0.012,0.011
23.220,0.287,-0.216,9.527,-0.028,0.011,0.008
23.230,0.278,-0.182,9.532,-0.031,0.005,0.009
23.240,0.297,-0.216,9.470,-0.027,0.007,0.010
23.250,0.297,-0.216,9.484,-0.029,0.003,0.004
23.260,0.321,-0.163,9.436,-0.029,0.006,0.012
23.270,0.263,-0.182,9.432,-0.028,0.008,0.011
23.280,0.287,-0.115,9.503,-0.029,0.009,0.011
23.290,0.259,-0.211,9.489,-0.025,0.008,0.007
23.300,0.278,-0.220,9.513,-0.028,0.011,0.009
23.310,0.302,-0.220,9.446,-0.030,0.007,0.011
23.320,0.378,-0.230,9.609,-0.025,0.014,0.011
23.330,0.331,-0.148,9.465,-0.028,0.009,0.006
23.340,0.302,-0.235,9.460,-0.033,0.008,0.012
23.350,0.283,-0.235,9.518,-0.029,0.007,0.011
23.360,0.326,-0.206,9.465,-0.021,0.011,0.011
23.370,0.283,-0.158,9.494,-0.025,0.013,0.008
23.380,0.331,-0.187,9.527,-0.026,0.010,0.011
23.390,0.263,-0.235,9.465,-0.027,0.013,0.010
23.400,0.283,-0.211,9.537,-0.029,0.008,0.009
23.410,0.383,-0.196,9.527,-0.028,0.011,0.009
23.420,0.287,-0.230,9.527,-0.027,0.009,0.012
23.430,0.278,-0.168,9.566,-0.029,0.013,0.009
23.440,0.302,-0.220,9.484,-0.028,0.008,0.009
23.450,0.292,-0.220,9.547,-0.028,0.006,0.011
23.460,0.307,-0.206,9.489,-0.029,0.012,0.009
23.470,0.249,-0.259,9.489,-0.027,0.007,0.011
23.480,0.259,-0.230,9.547,-0.027,0.014,0.012
23.490,0.273,-0.153,9.566,-0.030,0.010,0.008
23.500,0.354,-0.163,9.585,-0.027,0.015,0.012
23.510,0.388,-0.158,9.508,-0.028,0.011,0.009
23.520,0.302,-0.196,9.499,-0.028,0.008,0.011
23.530,0.292,-0.168,9.508,-0.026,0.007,0.013
23.540,0.273,-0.187,9.432,-0.027,0.007,0.011
23.550,0.297,-0.201,9.446,-0.025,0.010,0.010
23.560,0.225,-0.235,9.542,-0.031,0.007,0.013
23.570,0.225,-0.235,9.446,-0.028,0.010,0.011
23.580,0.331,-0.220,9.523,-0.030,0.011,0.010
23.590,0.263,-0.216,9.408,-0.026,0.010,0.009
23.600,0.307,-0.211,9.503,-0.029,0.013,0.008
23.610,0.316,-0.182,9.479,-0.026,0.008,0.007
23.620,0.268,-0.225,9.537,-0.026,0.009,0.010
23.630,0.287,-0.172,9.513,-0.026,0.009,0.008
23.640,0.350,-0.192,9.518,-0.029,0.008,0.010
23.650,0.316,-0.220,9.499,-0.028,0.009,0.009
23.660,0.359,-0.172,9.503,-0.024,0.007,0.011
23.670,0.297,-0.134,9.484,-0.028,0.012,0.011
23.680,0.316,-0.168,9.465,-0.026,0.008,0.008
23.690,0.278,-0.216,9.388,-0.030,0.013,0.011
23.700,0.326,-0.163,9.575,-0.033,0.008,0.009
23.710,0.278,-0.182,9.518,-0.028,0.012,0.011
23.720,0.297,-0.168,9.456,-0.028,0.012,0.013
23.730,0.311,-0.148,9.570,-0.031,0.010,0.010
23.740,0.287,-0.196,9.547,-0.032,0.008,0.005
23.750,0.340,-0.196,9.475,-0.025,0.011,0.011
23.760,0.316,-0.158,9.384,-0.029,0.009,0.012
23.770,0.240,-0.196,9.537,-0.025,0.011,0.008
23.780,0.412,-0.177,9.499,-0.030,0.006,0.008
23.790,0.326,-0.168,9.599,-0.030,0.011,0.009
23.800,0.316,-0.225,9.527,-0.023,0.012,0.011
23.810,0.326,-0.259,9.460,-0.025,0.011,0.009
23.820,0.278,-0.201,9.513,-0.028,0.016,0.010
23.830,0.378,-0.240,9.523,-0.029,0.010,0.011
23.840,0.311,-0.244,9.542,-0.028,0.010,0.008
23.850,0.321,-0.168,9.470,-0.026,0.011,0.009
23.860,0.350,-0.182,9.547,-0.027,0.009,0.009
23.870,0.297,-0.206,9.542,-0.028,0.011,0.012
23.880,0.321,-0.220,9.570,-0.026,0.010,0.008
23.890,0.278,-0.240,9.489,-0.028,0.008,0.010
23.900,0.417,-0.244,9.532,-0.027,0.009,0.010
23.910,0.283,-0.177,9.551,-0.030,0.013,0.009
23.920,0.292,-0.163,9.484,-0.027,0.009,0.010
23.930,0.311,-0.182,9.365,-0.024,0.019,0.011
23.940,0.307,-0.206,9.465,-0.024,0.011,0.010
23.950,0.326,-0.168,9.513,-0.027,0.011,0.010
23.960,0.316,-0.182,9.604,-0.026,0.009,0.008
23.970,0.283,-0.177,9.475,-0.028,0.012,0.009
23.980,0.364,-0.240,9.508,-0.028,0.007,0.012
23.990,0.297,-0.254,9.547,-0.030,0.016,0.009
24.000,0.278,-0.249,9.566,-0.027,0.014,0.009
24.010,0.287,-0.196,9.532,-0.026,0.011,0.008
24.020,0.402,-0.139,9.590,-0.024,0.011,0.012
24.030,0.278,-0.187,9.422,-0.028,0.012,0.010
24.040,0.283,-0.216,9.537,-0.030,0.008,0.010
24.050,0.273,-0.153,9.508,-0.028,0.011,0.010
24.060,0.297,-0.206,9.508,-0.030,0.015,0.012
24.070,0.297,-0.220,9.417,-0.029,0.007,0.010
24.080,0.316,-0.268,9.479,-0.030,0.009,0.008
24.090,0.311,-0.182,9.532,-0.028,0.011,0.012
24.100,0.407,-0.172,9.561,-0.025,0.010,0.009
24.110,0.326,-0.192,9.436,-0.026,0.012,0.011
24.120,0.335,-0.240,9.523,-0.029,0.016,0.012
24.130,0.350,-0.177,9.503,-0.027,0.009,0.008
24.140,0.311,-0.225,9.499,-0.026,0.008,0.009
24.150,0.331,-0.206,9.451,-0.026,0.012,0.011
24.160,0.297,-0.139,9.465,-0.027,0.013,0.006
24.170,0.220,-0.196,9.523,-0.027,0.012,0.012
24.180,0.254,-0.163,9.465,-0.029,0.013,0.010
24.190,0.335,-0.225,9.484,-0.032,0.009,0.009
24.200,0.331,-0.182,9.551,-0.026,0.005,0.010
24.210,0.292,-0.201,9.599,-0.028,0.012,0.009
24.220,0.292,-0.225,9.566,-0.029,0.009,0.012
24.230,0.340,-0.220,9.494,-0.029,0.012,0.008
24.240,0.364,-0.187,9.470,-0.025,0.011,0.010
24.250,0.354,-0.192,9.566,-0.025,0.014,0.004
24.260,0.307,-0.225,9.412,-0.026,0.010,0.013
24.270,0.302,-0.235,9.436,-0.029,0.009,0.009
24.280,0.268,-0.177,9.513,-0.024,0.011,0.011
24.290,0.287,-0.235,9.518,-0.027,0.010,0.009
24.300,0.278,-0.182,9.503,-0.032,0.005,0.008
24.310,0.316,-0.206,9.537,-0.029,0.012,0.012
24.320,0.307,-0.201,9.465,-0.026,0.009,0.013
24.330,0.311,-0.192,9.518,-0.027,0.012,0.010
24.340,0.350,-0.206,9.369,-0.029,0.013,0.009
24.350,0.374,-0.192,9.537,-0.030,0.005,0.010
24.360,0.278,-0.182,9.518,-0.027,0.009,0.011
24.370,0.321,-0.172,9.532,-0.029,0.012,0.009
24.380,0.345,-0.163,9.518,-0.027,0.006,0.008
24.390,0.311,-0.153,9.527,-0.031,0.009,0.009
24.400,0.244,-0.187,9.465,-0.026,0.013,0.010
24.410,0.287,-0.230,9.393,-0.027,0.013,0.010
24.420,0.326,-0.201,9.465,-0.029,0.007,0.011
24.430,0.383,-0.187,9.580,-0.030,0.009,0.010
24.440,0.297,-0.192,9.537,-0.028,0.007,0.009
24.450,0.354,-0.220,9.513,-0.026,0.007,0.012
24.460,0.311,-0.182,9.460,-0.026,0.011,0.007
24.470,0.292,-0.187,9.523,-0.025,0.017,0.009
24.480,0.259,-0.163,9.508,-0.030,0.014,0.007
24.490,0.278,-0.201,9.542,-0.025,0.011,0.008
24.500,0.335,-0.211,9.614,-0.029,0.010,0.015
24.510,0.340,-0.230,9.513,-0.027,0.008,0.009
24.520,0.287,-0.206,9.508,-0.030,0.010,0.007
24.530,0.378,-0.187,9.436,-0.025,0.010,0.010
24.540,0.278,-0.216,9.537,-0.030,0.011,0.013
24.550,0.359,-0.177,9.513,-0.025,0.012,0.010
24.560,0.287,-0.192,9.542,-0.026,0.013,0.009
24.570,0.240,-0.177,9.551,-0.031,0.007,0.010
24.580,0.340,-0.177,9.542,-0.028,0.013,0.009
24.590,0.350,-0.244,9.527,-0.028,0.008,0.008
24.600,0.316,-0.201,9.499,-0.027,0.010,0.007
24.610,0.307,-0.158,9.436,-0.026,0.013,0.006
24.620,0.369,-0.192,9.427,-0.029,0.006,0.008
24.630,0.326,-0.177,9.561,-0.030,0.013,0.012
24.640,0.311,-0.211,9.594,-0.029,0.009,0.011
24.650,0.316,-0.230,9.489,-0.024,0.013,0.009
24.660,0.316,-0.139,9.489,-0.031,0.014,0.009
24.670,0.311,-0.211,9.465,-0.026,0.010,0.012
24.680,0.316,-0.206,9.523,-0.025,0.010,0.009
24.690,0.335,-0.225,9.523,-0.025,0.010,0.007
24.700,0.326,-0.158,9.566,-0.027,0.007,0.008
24.710,0.283,-0.172,9.494,-0.022,0.015,0.009
24.720,0.283,-0.216,9.547,-0.025,0.009,0.009
24.730,0.316,-0.211,9.532,-0.026,0.011,0.011
24.740,0.278,-0.134,9.484,-0.030,0.011,0.010
24.750,0.321,-0.216,9.537,-0.028,0.006,0.010
24.760,0.335,-0.206,9.489,-0.026,0.010,0.007
24.770,0.335,-0.211,9.518,-0.027,0.009,0.010
24.780,0.307,-0.158,9.436,-0.027,0.011,0.011
24.790,0.326,-0.153,9.551,-0.025,0.008,0.012
24.800,0.292,-0.225,9.494,-0.027,0.012,0.010
24.810,0.307,-0.163,9.465,-0.027,0.010,0.012
24.820,0.249,-0.201,9.556,-0.029,0.008,0.009
24.830,0.331,-0.182,9.551,-0.029,0.013,0.013
24.840,0.311,-0.192,9.388,-0.028,0.009,0.009
24.850,0.331,-0.158,9.384,-0.029,0.009,0.009
24.860,0.345,-0.244,9.513,-0.026,0.010,0.012
24.870,0.249,-0.216,9.547,-0.026,0.009,0.010
24.880,0.340,-0.172,9.456,-0.029,0.011,0.011
24.890,0.244,-0.201,9.575,-0.024,0.014,0.010
24.900,0.263,-0.182,9.547,-0.029,0.009,0.007
24.910,0.326,-0.201,9.479,-0.027,0.009,0.010
24.920,0.359,-0.196,9.403,-0.025,0.009,0.009
24.930,0.331,-0.240,9.427,-0.024,0.009,0.012
24.940,0.283,-0.230,9.537,-0.030,0.004,0.008
24.950,0.331,-0.196,9.479,-0.029,0.008,0.011
24.960,0.350,-0.129,9.479,-0.027,0.010,0.009
24.970,0.297,-0.216,9.388,-0.026,0.007,0.010
24.980,0.311,-0.216,9.475,-0.028,0.010,0.011
24.990,0.326,-0.144,9.446,-0.024,0.012,0.012
25.000,0.316,-0.192,9.523,-0.025,0.009,0.012
25.010,0.350,-0.148,9.508,-0.027,0.009,0.010
25.020,0.278,-0.192,9.590,-0.029,0.013,0.007
25.030,0.335,-0.168,9.523,-0.026,0.010,0.008
25.040,0.220,-0.230,9.489,-0.029,0.014,0.012
25.050,0.216,-0.182,9.532,-0.029,0.009,0.014
25.060,0.235,-0.249,9.537,-0.025,0.009,0.009
25.070,0.326,-0.220,9.465,-0.024,0.011,0.012
25.080,0.263,-0.177,9.456,-0.027,0.010,0.009
25.090,0.287,-0.249,9.479,-0.029,0.009,0.008
25.100,0.292,-0.206,9.479,-0.025,0.007,0.008
25.110,0.287,-0.192,9.460,-0.030,0.008,0.010
25.120,0.287,-0.211,9.484,-0.029,0.009,0.010
25.130,0.311,-0.211,9.489,-0.026,0.011,0.012
25.140,0.302,-0.182,9.456,-0.027,0.009,0.009
25.150,0.302,-0.244,9.470,-0.027,0.013,0.008
25.160,0.292,-0.192,9.547,-0.025,0.013,0.011
25.170,0.273,-0.187,9.446,-0.027,0.009,0.008
25.180,0.364,-0.225,9.518,-0.028,0.014,0.007
25.190,0.263,-0.240,9.484,-0.027,0.005,0.009
25.200,0.321,-0.230,9.494,-0.026,0.008,0.007
25.210,0.374,-0.259,9.451,-0.022,0.009,0.008
25.220,0.254,-0.201,9.503,-0.025,0.010,0.011
25.230,0.331,-0.153,9.551,-0.026,0.011,0.011
25.240,0.311,-0.177,9.580,-0.022,0.015,0.009
25.250,0.340,-0.163,9.523,-0.026,0.006,0.008
25.260,0.297,-0.192,9.460,-0.031,0.010,0.010
25.270,0.287,-0.201,9.594,-0.029,0.010,0.009
25.280,0.321,-0.158,9.523,-0.028,0.009,0.010
25.290,0.249,-0.206,9.422,-0.024,0.008,0.012
25.300,0.292,-0.225,9.484,-0.025,0.013,0.010
25.310,0.307,-0.086,9.403,-0.025,0.010,0.011
25.320,0.359,-0.177,9.384,-0.031,0.010,0.012
25.330,0.297,-0.201,9.484,-0.028,0.009,0.010
25.340,0.292,-0.230,9.499,-0.028,0.012,0.009
25.350,0.359,-0.240,9.599,-0.031,0.010,0.009
25.360,0.297,-0.182,9.388,-0.027,0.009,0.009
25.370,0.268,-0.139,9.513,-0.030,0.010,0.009
25.380,0.283,-0.220,9.484,-0.029,0.010,0.007
25.390,0.311,-0.129,9.470,-0.024,0.011,0.008
25.400,0.350,-0.158,9.518,-0.025,0.012,0.011
25.410,0.311,-0.196,9.465,-0.028,0.011,0.011
25.420,0.297,-0.211,9.628,-0.027,0.010,0.008
25.430,0.417,-0.201,9.551,-0.029,0.009,0.009
25.440,0.287,-0.201,9.494,-0.021,0.010,0.008
25.450,0.225,-0.158,9.470,-0.026,0.012,0.011
25.460,0.230,-0.187,9.441,-0.028,0.014,0.011
25.470,0.422,-0.182,9.594,-0.029,0.011,0.010
25.480,0.268,-0.163,9.456,-0.027,0.005,0.011
25.490,0.235,-0.192,9.475,-0.030,0.014,0.010
25.500,0.278,-0.182,9.460,-0.032,0.007,0.008
25.510,0.297,-0.168,9.470,-0.027,0.006,0.009
25.520,0.311,-0.148,9.494,-0.028,0.011,0.010
25.530,0.311,-0.158,9.432,-0.024,0.011,0.008
25.540,0.254,-0.182,9.494,-0.026,0.013,0.011
25.550,0.311,-0.187,9.412,-0.027,0.010,0.009
25.560,0.263,-0.158,9.537,-0.026,0.011,0.009
25.570,0.354,-0.129,9.527,-0.031,0.007,0.011
25.580,0.278,-0.220,9.489,-0.029,0.007,0.011
25.590,0.268,-0.182,9.489,-0.030,0.016,0.009
25.600,0.220,-0.201,9.527,-0.029,0.007,0.011
25.610,0.326,-0.187,9.489,-0.028,0.012,0.010
25.620,0.331,-0.196,9.456,-0.025,0.011,0.010
25.630,0.311,-0.230,9.527,-0.026,0.009,0.011
25.640,0.335,-0.216,9.456,-0.025,0.009,0.010
25.650,0.292,-0.196,9.460,-0.029,0.007,0.010
25.660,0.263,-0.139,9.580,-0.026,0.009,0.010
25.670,0.359,-0.216,9.590,-0.026,0.014,0.007
25.680,0.287,-0.235,9.527,-0.031,0.011,0.009
25.690,0.311,-0.206,9.436,-0.027,0.009,0.010
25.700,0.302,-0.148,9.470,-0.026,0.012,0.010
25.710,0.249,-0.192,9.503,-0.027,0.010,0.013
25.720,0.283,-0.153,9.527,-0.023,0.007,0.011
25.730,0.311,-0.268,9.499,-0.029,0.013,0.009
25.740,0.345,-0.201,9.508,-0.024,0.009,0.008
25.750,0.340,-0.163,9.427,-0.026,0.006,0.010
25.760,0.240,-0.225,9.551,-0.029,0.011,0.008
25.770,0.335,-0.196,9.441,-0.028,0.009,0.011
25.780,0.287,-0.187,9.604,-0.028,0.013,0.008
25.790,0.287,-0.182,9.518,-0.027,0.008,0.010
25.800,0.321,-0.206,9.465,-0.024,0.012,0.011
25.810,0.297,-0.249,9.532,-0.025,0.010,0.010
25.820,0.307,-0.206,9.479,-0.026,0.011,0.011
25.830,0.316,-0.120,9.551,-0.028,0.011,0.006
25.840,0.249,-0.182,9.484,-0.026,0.005,0.009
25.850,0.292,-0.220,9.503,-0.020,0.010,0.011
25.860,0.283,-0.163,9.499,-0.030,0.007,0.011
25.870,0.302,-0.144,9.470,-0.025,0.007,0.011
25.880,0.278,-0.148,9.484,-0.025,0.006,0.012
25.890,0.364,-0.192,9.537,-0.027,0.012,0.010
25.900,0.287,-0.168,9.412,-0.028,0.009,0.010
25.910,0.268,-0.177,9.484,-0.022,0.008,0.010
25.920,0.263,-0.240,9.513,-0.028,0.008,0.010
25.930,0.326,-0.225,9.432,-0.027,0.011,0.011
25.940,0.350,-0.230,9.489,-0.028,0.014,0.009
25.950,0.345,-0.187,9.551,-0.026,0.010,0.009
25.960,0.297,-0.134,9.456,-0.030,0.013,0.009
25.970,0.259,-0.158,9.479,-0.025,0.010,0.011
25.980,0.402,-0.216,9.518,-0.029,0.013,0.010
25.990,0.259,-0.254,9.484,-0.030,0.007,0.009
26.000,0.354,-0.211,9.479,-0.029,0.011,0.010
26.010,0.311,-0.206,9.465,-0.025,0.009,0.005
26.020,0.307,-0.182,9.489,-0.025,0.012,0.008
26.030,0.283,-0.182,9.570,-0.028,0.011,0.011
26.040,0.278,-0.163,9.446,-0.026,0.010,0.011
26.050,0.292,-0.263,9.494,-0.028,0.007,0.007
26.060,0.249,-0.163,9.508,-0.026,0.007,0.011
26.070,0.287,-0.225,9.513,-0.027,0.011,0.010
26.080,0.273,-0.206,9.556,-0.025,0.014,0.009
26.090,0.307,-0.163,9.566,-0.028,0.008,0.010
26.100,0.297,-0.172,9.484,-0.026,0.011,0.011
26.110,0.263,-0.182,9.547,-0.026,0.013,0.014
26.120,0.254,-0.211,9.446,-0.025,0.011,0.009
26.130,0.340,-0.153,9.590,-0.025,0.005,0.012
26.140,0.206,-0.187,9.508,-0.025,0.007,0.010
26.150,0.249,-0.192,9.609,-0.027,0.015,0.009
26.160,0.359,-0.211,9.518,-0.027,0.009,0.008
26.170,0.350,-0.216,9.460,-0.025,0.008,0.009
26.180,0.292,-0.187,9.494,-0.022,0.008,0.009
26.190,0.307,-0.192,9.446,-0.028,0.011,0.009
26.200,0.302,-0.163,9.508,-0.023,0.010,0.007
26.210,0.307,-0.244,9.460,-0.026,0.007,0.010
26.220,0.321,-0.153,9.499,-0.027,0.011,0.006
26.230,0.287,-0.201,9.523,-0.028,0.013,0.009
26.240,0.249,-0.249,9.556,-0.026,0.006,0.008
26.250,0.311,-0.144,9.561,-0.026,0.013,0.011
26.260,0.326,-0.105,9.484,-0.023,0.012,0.008
26.270,0.364,-0.172,9.460,-0.025,0.010,0.006
26.280,0.240,-0.201,9.436,-0.031,0.012,0.010
26.290,0.335,-0.172,9.417,-0.029,0.009,0.011
26.300,0.259,-0.220,9.479,-0.028,0.009,0.011
26.310,0.283,-0.225,9.446,-0.029,0.010,0.009
26.320,0.268,-0.235,9.441,-0.030,0.010,0.007
26.330,0.307,-0.196,9.479,-0.030,0.012,0.008
26.340,0.364,-0.187,9.441,-0.027,0.011,0.011
26.350,0.302,-0.163,9.527,-0.027,0.011,0.010
26.360,0.331,-0.168,9.547,-0.027,0.006,0.008
26.370,0.263,-0.182,9.580,-0.028,0.009,0.009
26.380,0.307,-0.163,9.556,-0.022,0.010,0.009
26.390,0.340,-0.211,9.570,-0.025,0.012,0.011
26.400,0.311,-0.196,9.365,-0.028,0.012,0.011
26.410,0.307,-0.211,9.479,-0.026,0.010,0.012
26.420,0.287,-0.153,9.547,-0.026,0.014,0.011
26.430,0.259,-0.196,9.499,-0.027,0.008,0.012
26.440,0.273,-0.153,9.489,-0.029,0.012,0.011
26.450,0.350,-0.168,9.503,-0.032,0.006,0.010
26.460,0.335,-0.172,9.489,-0.026,0.013,0.007
26.470,0.287,-0.220,9.575,-0.029,0.011,0.009
26.480,0.196,-0.201,9.460,-0.027,0.011,0.009
26.490,0.235,-0.177,9.508,-0.025,0.007,0.009
26.500,0.254,-0.235,9.470,-0.031,0.010,0.011
26.510,0.307,-0.168,9.523,-0.025,0.011,0.012
26.520,0.374,-0.216,9.547,-0.028,0.011,0.010
26.530,0.354,-0.144,9.489,-0.030,0.013,0.008
26.540,0.297,-0.244,9.585,-0.025,0.013,0.007
26.550,0.311,-0.172,9.508,-0.025,0.010,0.013
26.560,0.283,-0.206,9.484,-0.027,0.012,0.011
26.570,0.350,-0.158,9.523,-0.028,0.016,0.011
26.580,0.283,-0.230,9.460,-0.031,0.017,0.009
26.590,0.311,-0.172,9.561,-0.028,0.012,0.011
26.600,0.374,-0.182,9.551,-0.026,0.012,0.009
26.610,0.292,-0.187,9.465,-0.027,0.013,0.010
26.620,0.292,-0.259,9.556,-0.027,0.012,0.009
26.630,0.259,-0.153,9.618,-0.030,0.017,0.010
26.640,0.278,-0.240,9.451,-0.027,0.015,0.009
26.650,0.292,-0.168,9.499,-0.026,0.020,0.011
26.660,0.249,-0.196,9.484,-0.031,0.015,0.010
26.670,0.287,-0.182,9.590,-0.032,0.014,0.008
26.680,0.345,-0.192,9.499,-0.033,0.015,0.009
26.690,0.302,-0.259,9.508,-0.028,0.013,0.012
26.700,0.297,-0.110,9.479,-0.033,0.010,0.009
26.710,0.297,-0.240,9.465,-0.030,0.010,0.008
26.720,0.321,-0.177,9.527,-0.033,0.012,0.009
26.730,0.321,-0.211,9.412,-0.024,0.013,0.013
26.740,0.302,-0.206,9.489,-0.029,0.013,0.008
26.750,0.326,-0.240,9.547,-0.028,0.015,0.012
26.760,0.225,-0.216,9.523,-0.029,0.009,0.011
26.770,0.268,-0.148,9.422,-0.027,0.012,0.007
26.780,0.278,-0.192,9.475,-0.032,0.011,0.008
26.790,0.335,-0.206,9.484,-0.026,0.013,0.009
26.800,0.287,-0.244,9.470,-0.027,0.016,0.011
26.810,0.311,-0.220,9.475,-0.028,0.012,0.008
26.820,0.230,-0.244,9.441,-0.025,0.011,0.011
26.830,0.331,-0.230,9.542,-0.029,0.017,0.010
26.840,0.369,-0.225,9.432,-0.027,0.012,0.007
26.850,0.316,-0.244,9.484,-0.030,0.011,0.010
26.860,0.216,-0.158,9.499,-0.031,0.010,0.007
26.870,0.287,-0.158,9.542,-0.027,0.010,0.008
26.880,0.297,-0.201,9.499,-0.026,0.007,0.007
26.890,0.311,-0.244,9.384,-0.026,0.010,0.007
26.900,0.354,-0.168,9.499,-0.028,0.008,0.010
26.910,0.249,-0.187,9.475,-0.026,0.012,0.013
26.920,0.326,-0.240,9.532,-0.029,0.011,0.009
26.930,0.283,-0.168,9.484,-0.027,0.010,0.011
26.940,0.263,-0.187,9.542,-0.027,0.015,0.009
26.950,0.268,-0.168,9.479,-0.029,0.016,0.010
26.960,0.283,-0.206,9.523,-0.029,0.009,0.009
26.970,0.278,-0.235,9.523,-0.026,0.011,0.011
26.980,0.278,-0.230,9.532,-0.028,0.012,0.012
26.990,0.359,-0.172,9.542,-0.028,0.005,0.008
27.000,0.292,-0.216,9.456,-0.025,0.013,0.011
27.010,0.297,-0.172,9.542,-0.030,0.010,0.010
27.020,0.321,-0.220,9.527,-0.026,0.012,0.010
27.030,0.292,-0.196,9.527,-0.029,0.007,0.011
27.040,0.345,-0.177,9.542,-0.030,0.011,0.010
27.050,0.235,-0.263,9.432,-0.029,0.010,0.010
27.060,0.321,-0.220,9.532,-0.030,0.009,0.009
27.070,0.297,-0.201,9.542,-0.025,0.014,0.010
27.080,0.254,-0.244,9.508,-0.028,0.010,0.010
27.090,0.302,-0.196,9.561,-0.025,0.009,0.010
27.100,0.326,-0.177,9.566,-0.023,0.010,0.013
27.110,0.316,-0.211,9.484,-0.029,0.010,0.008
27.120,0.273,-0.235,9.470,-0.028,0.008,0.010
27.130,0.263,-0.163,9.537,-0.027,0.009,0.009
27.140,0.311,-0.177,9.494,-0.025,0.006,0.009
27.150,0.263,-0.244,9.532,-0.030,0.011,0.011
27.160,0.316,-0.225,9.503,-0.027,0.011,0.011
27.170,0.287,-0.211,9.484,-0.026,0.011,0.009
27.180,0.263,-0.235,9.561,-0.030,0.011,0.009
27.190,0.278,-0.168,9.388,-0.027,0.013,0.009
27.200,0.273,-0.158,9.484,-0.028,0.010,0.011
27.210,0.326,-0.177,9.499,-0.026,0.012,0.009
27.220,0.278,-0.163,9.542,-0.028,0.011,0.008
27.230,0.263,-0.163,9.365,-0.029,0.011,0.011
27.240,0.292,-0.216,9.599,-0.027,0.013,0.009
27.250,0.311,-0.182,9.475,-0.025,0.010,0.009
27.260,0.297,-0.187,9.499,-0.027,0.012,0.011
27.270,0.278,-0.163,9.494,-0.029,0.011,0.010
27.280,0.331,-0.244,9.460,-0.027,0.006,0.009
27.290,0.297,-0.196,9.470,-0.028,0.014,0.007
27.300,0.302,-0.230,9.542,-0.029,0.012,0.013
27.310,0.259,-0.206,9.547,-0.029,0.011,0.009
27.320,0.292,-0.244,9.518,-0.026,0.012,0.011
27.330,0.340,-0.163,9.499,-0.025,0.011,0.011
27.340,0.297,-0.177,9.523,-0.027,0.014,0.009
27.350,0.278,-0.206,9.456,-0.026,0.013,0.012
27.360,0.316,-0.182,9.499,-0.029,0.013,0.010
27.370,0.354,-0.201,9.499,-0.027,0.013,0.010
27.380,0.364,-0.192,9.475,-0.025,0.005,0.010
27.390,0.278,-0.235,9.446,-0.032,0.009,0.010
27.400,0.311,-0.192,9.551,-0.026,0.008,0.013
27.410,0.225,-0.211,9.499,-0.028,0.009,0.011
27.420,0.254,-0.211,9.618,-0.026,0.011,0.009
27.430,0.307,-0.192,9.537,-0.025,0.011,0.011
27.440,0.359,-0.158,9.470,-0.024,0.010,0.010
27.450,0.283,-0.196,9.518,-0.029,0.008,0.008
27.460,0.259,-0.139,9.417,-0.027,0.010,0.010
27.470,0.244,-0.187,9.580,-0.027,0.014,0.011
27.480,0.297,-0.182,9.499,-0.027,0.012,0.011
27.490,0.216,-0.196,9.508,-0.029,0.009,0.010
27.500,0.259,-0.211,9.537,-0.025,0.011,0.010
27.510,0.331,-0.201,9.441,-0.032,0.012,0.008
27.520,0.283,-0.163,9.388,-0.028,0.010,0.010
27.530,0.259,-0.201,9.456,-0.028,0.013,0.009
27.540,0.378,-0.153,9.456,-0.026,0.014,0.010
